content,CustomerService,FiturAplikasi,UserExperience,Verifikasi,Preprocess,review_tokenized
Parah...mau coba pakai...udah terdaftar...perasaan blm pernah daftar....aneh...jd sampai sekarang ga bs buka...coba telp cus servis sibuk mulu...pulsa abis gede...ga ada gt lewat email atau apa....parah,-1,-1,-1,0,parah  coba pakai udah daftar asa   daftar aneh jd   ga  buka coba telepon langgan servis sibuk mulu pulsa habis gede ga  gitu  email   parah,"['parah', 'coba', 'pakai', 'udah', 'daftar', 'asa', 'daftar', 'aneh', 'jd', 'ga', 'buka', 'coba', 'telepon', 'langgan', 'servis', 'sibuk', 'mulu', 'pulsa', 'habis', 'gede', 'ga', 'gitu', 'email', 'parah']"
"Akun saya ke blokir, sampai saat ini gak bisa kebuka juga, tlpn operarator gak bisa, saldo di aplikasi ada lagi, payah ne aplikasi,bikin susah",-1,-1,-1,0,akun   blokir    gak  buka  telepon operator gak  saldo  aplikasi   payah  aplikasi bikin susah,"['akun', 'blokir', 'gak', 'buka', 'telepon', 'operator', 'gak', 'saldo', 'aplikasi', 'payah', 'aplikasi', 'bikin', 'susah']"
Ko lama sekali verifikasinya! Katanya 1x24 jam ini sudah lebih dr 2 hari blum bisa digunakan mana uang saya disn LG. Tolong donk IT linkaja gmn solusinya,0,0,-1,-1, lama  verifikasi   jam          uang  sana  tolong  teknologi informasi linkaja gimana solusi,"['lama', 'verifikasi', 'jam', 'uang', 'sana', 'tolong', 'teknologi', 'informasi', 'linkaja', 'gimana', 'solusi']"
"Aplikasi buruk, Upgrate sudah seminggu belum juga selesai, Saldo ke tahan di dalam",0,0,-1,-1,aplikasi buruk tingkat  minggu   selesai saldo  tahan  ,"['aplikasi', 'buruk', 'tingkat', 'minggu', 'selesai', 'saldo', 'tahan']"
"Aplikasi e-wallet yg sangat membantu, banyak diskon. Proses Transaksi makin cepat, Tp ada transaksi pending yg tidak diselesaikan. Seharusnya ada pembatalan transaksi dan pengembalian biaya....h....h....",0,1,-1,0,aplikasi elektronik dompet   bantu  diskon proses transaksi  cepat   transaksi tunda  tidak selesai harus  batal transaksi  kembali biaya   ,"['aplikasi', 'elektronik', 'dompet', 'bantu', 'diskon', 'proses', 'transaksi', 'cepat', 'transaksi', 'tunda', 'tidak', 'selesai', 'harus', 'batal', 'transaksi', 'kembali', 'biaya']"
"Rekomendasi banget buat jaman sekarang kalo mau Pinjol mudah banget dan terpercaya deh pokonya,dan mudah di mengerti ga ribet lagi.",0,1,1,0,rekomendasi   jaman    pinjol mudah   percaya  pokok  mudah  erti ga ribet  ,"['rekomendasi', 'jaman', 'pinjol', 'mudah', 'percaya', 'pokok', 'mudah', 'erti', 'ga', 'ribet']"
Aplikasi yang fiturnya mudah dipakai sehingga sangat membantu dalam berbagai pembayaran,0,1,1,0,aplikasi  fitur mudah pakai   bantu   bayar,"['aplikasi', 'fitur', 'mudah', 'pakai', 'bantu', 'bayar']"
"aplikasi dah bagus, tapi soal keamanan ga di pikirin lagi untuk kenyamanan para pengguna. cuma pilihan satu opsi dan ketika DARI SERVER yang eror karena mungkin dari kodingan atau apalah itu yang ga guna jadi ga berfungsi",0,-1,1,0,aplikasi  bagus   aman ga  pikirin   nyaman  guna  pilih  opsi    server  rusak    kodingan  apa   ga   ga fungsi,"['aplikasi', 'bagus', 'aman', 'ga', 'pikirin', 'nyaman', 'guna', 'pilih', 'opsi', 'server', 'rusak', 'kodingan', 'apa', 'ga', 'ga', 'fungsi']"
"Aplikasi keren, dan sangat meudahkan sekali bagi aku , apalagi aku pengguna kereta api !",0,1,1,0,aplikasi keren   mudah      guna kereta api ,"['aplikasi', 'keren', 'mudah', 'guna', 'kereta', 'api']"
"Overall bagus, kekurangannya aplikasi kurang aman karena tidak ada lock pin / Sidik jari saat buka aplikasi. Dan sekali buka aplikasi keliatan saldo ð",0,-1,1,0, bagus kurang aplikasi kurang aman  tidak  lock pin sidik jari  buka aplikasi   buka aplikasi liat saldo ,"['bagus', 'kurang', 'aplikasi', 'kurang', 'aman', 'tidak', 'lock', 'pin', 'sidik', 'jari', 'buka', 'aplikasi', 'buka', 'aplikasi', 'liat', 'saldo']"
"Aplikasi ini memudahkan bgt bisa bayar2 tagihan, beli pulsa, dll jadi gak perlu kemana2",0,1,1,0,aplikasi  mudah   bayar tagih beli pulsa     gak  mana ,"['aplikasi', 'mudah', 'bayar', 'tagih', 'beli', 'pulsa', 'gak', 'mana']"
"Saya transper uang dari link ke dana melalui bank prantara bank permata sampai sekarang belum masuk2 ini apk kalau mau ambil keuntungan jangan gitu walaupun nilai uang nya gak seberapa. Ditunggu balasan nya dari pihak"" LINK aJA""",0,-1,-1,0, transfer uang  linkaja  dana  bank antara bank permata    masuk  aplikasi   ambil untung jangan gitu  nilai uang  gak  tunggu balas    linkaja aja,"['transfer', 'uang', 'linkaja', 'dana', 'bank', 'antara', 'bank', 'permata', 'masuk', 'aplikasi', 'ambil', 'untung', 'jangan', 'gitu', 'nilai', 'uang', 'gak', 'tunggu', 'balas', 'linkaja', 'aja']"
Aplikasi yang recommended bgd. Bisa transfer ke rekening dan e wallet dengan gampang dan mudah. Tampilannya juga bagus,0,1,1,0,aplikasi  rekomendasi   transfer  rekening  elektronik dompet  gampang  mudah tampil  bagus,"['aplikasi', 'rekomendasi', 'transfer', 'rekening', 'elektronik', 'dompet', 'gampang', 'mudah', 'tampil', 'bagus']"
Diantara sekian platform e-commerce emang yang paling nyaman ini sih wkwk,0,1,1,0, sekian platform elektronik dagang emang   nyaman   ,"['sekian', 'platform', 'elektronik', 'dagang', 'emang', 'nyaman']"
"Aplikasi terburuk, aku tiba2 ke blokir, CS ga bisa dihubungi, malah ngabisin pulsa, live chat jg antrian terus. Email yg bales robot. Ga mutu. Balikin saldo w woy lumayan buat beli token listrik buat sebulan.",-1,0,-1,0,aplikasi buruk    blokir layan langgan ga  hubung  habisin pulsa langsung obrol  antri  email  bales robot ga mutu balikin saldo   lumayan  beli token listrik  bulan ,"['aplikasi', 'buruk', 'blokir', 'layan', 'langgan', 'ga', 'hubung', 'habisin', 'pulsa', 'langsung', 'obrol', 'antri', 'email', 'bales', 'robot', 'ga', 'mutu', 'balikin', 'saldo', 'lumayan', 'beli', 'token', 'listrik', 'bulan']"
"Aplikasi baguss, gampang juga buat digunain nya, saya jadi lebih mudah kalo mau bayar listrik dan beli pulsa, pokoknha topp",0,1,1,0,aplikasi bagus gampang   digunain     mudah   bayar listrik  beli pulsa pokok mantap,"['aplikasi', 'bagus', 'gampang', 'digunain', 'mudah', 'bayar', 'listrik', 'beli', 'pulsa', 'pokok', 'mantap']"
"Ini sih recommended bangett loh , memudahkan dalam bertransaksi , fiturÂ² nya juga mudah di mengerti , pokoknya linkAja sangat membatu bangett",0,1,1,0,  rekomendasi   mudah  transaksi fitur   mudah  erti pokok linkaja  bantu ,"['rekomendasi', 'mudah', 'transaksi', 'fitur', 'mudah', 'erti', 'pokok', 'linkaja', 'bantu']"
"2 kali transaksi pending, uang sudah terpotong produk pembelian paket data tidak diterima. Sangat kecewa",0,-1,-1,0, kali transaksi tunda uang  potong produk beli paket data tidak terima  kecewa,"['kali', 'transaksi', 'tunda', 'uang', 'potong', 'produk', 'beli', 'paket', 'data', 'tidak', 'terima', 'kecewa']"
Sangat buruk dan mengecewakan.. Jauh tertinggal dari aplikasi lain. Sudah 2 minggu upgrade dari basic ke full service status nya masih dalam proses. Layanan chat malah pesan otomatis. Di email ga dibalas.... Aplikasi parahh...,-1,0,-1,-1, buruk  kecewa  tinggal  aplikasi   minggu tingkat    penuh servis status    proses layan obrol  pesan otomatis  email ga balas aplikasi parahh ,"['buruk', 'kecewa', 'tinggal', 'aplikasi', 'minggu', 'tingkat', 'penuh', 'servis', 'status', 'proses', 'layan', 'obrol', 'pesan', 'otomatis', 'email', 'ga', 'balas', 'aplikasi', 'parahh']"
"akunku gabisa digunain, mau reset pw ngulang terus ga bisa bisa. mau bikin baru, ktp udah digunain gimana nih developer?",0,-1,-1,0,akun gabisa digunain  reset sandi ngulang  ga    bikin  ktp udah digunain gimana  kembang ,"['akun', 'gabisa', 'digunain', 'reset', 'sandi', 'ngulang', 'ga', 'bikin', 'ktp', 'udah', 'digunain', 'gimana', 'kembang']"
"App riwel mau tfr gak bisa , upgrade dari basic ke full service udah beberapa hari tapi belum berhasil juga, saldo masih ada -+ 400.000 lgi urgent tapi malah gak bisa digunakan. ð",0,-1,-1,-1,aplikasi ribet  transfer gak  tingkat    penuh servis udah     hasil  saldo   lgi darurat   gak   ,"['aplikasi', 'ribet', 'transfer', 'gak', 'tingkat', 'penuh', 'servis', 'udah', 'hasil', 'saldo', 'lgi', 'darurat', 'gak']"
"Aplikasi busuk,saldo istri ketelan aplikasi,uda diisi pulsa malah gak bisa log in lagi.hubungi CS gak ad yg terhubung,di email gak ad balasan,hangus uang nya..hati2 dengan aplikasi ini..pencurian uang model baru..PENCURIAN!",-1,-1,-1,0,aplikasi busuk saldo istri ketel aplikasi udah isi pulsa  gak  masuk dalam  hubung layan langgan gak   hubung  email gak  balas hangus uang  hati  aplikasi  curi uang model  curi ,"['aplikasi', 'busuk', 'saldo', 'istri', 'ketel', 'aplikasi', 'udah', 'isi', 'pulsa', 'gak', 'masuk', 'dalam', 'hubung', 'layan', 'langgan', 'gak', 'hubung', 'email', 'gak', 'balas', 'hangus', 'uang', 'hati', 'aplikasi', 'curi', 'uang', 'model', 'curi']"
"aplikasi ini sangat membantu dan mudah diakses, dilengkapi dengan berbagai fitur fitur yang sudah sangat lengkap sehingga tidak ada hambatan dalam proses pemakaian nya. Kini tidak perlu ribet membawa dompet tanpa takut hilang dicuri soalnya sudah ada link aja yang mudah diakses kapan saja dan dimana saja. Pengalaman lancar pakai aplikasi bikin kita senang setiap transaksi!!!",0,1,1,0,aplikasi   bantu  mudah akses lengkap   fitur fitur    lengkap  tidak  hambat  proses pakai   tidak  ribet bawa dompet  takut hilang curi    linkaja aja  mudah akses    mana  alam lancar pakai aplikasi bikin  senang  transaksi ,"['aplikasi', 'bantu', 'mudah', 'akses', 'lengkap', 'fitur', 'fitur', 'lengkap', 'tidak', 'hambat', 'proses', 'pakai', 'tidak', 'ribet', 'bawa', 'dompet', 'takut', 'hilang', 'curi', 'linkaja', 'aja', 'mudah', 'akses', 'mana', 'alam', 'lancar', 'pakai', 'aplikasi', 'bikin', 'senang', 'transaksi']"
"aplikasi yg sangat bikin orang jengkel. email,call center,livechat gk ada respon. sangat sangat sangat mengecewakan",-1,0,-1,0,aplikasi   bikin orang jengkel email panggil pusat japri gak  respon    kecewa,"['aplikasi', 'bikin', 'orang', 'jengkel', 'email', 'panggil', 'pusat', 'japri', 'gak', 'respon', 'kecewa']"
"aplikasi yang bagus, recommended. fitur didalamnya sangat helpfull, anti ribet, bahkan pemula pun mudah mengerti. aplikasi yang sangat memudahkan transaksi saya, mantap",0,1,1,0,aplikasi  bagus rekomendasi fitur   helpfull anti ribet  mula  mudah erti aplikasi   mudah transaksi  mantap,"['aplikasi', 'bagus', 'rekomendasi', 'fitur', 'helpfull', 'anti', 'ribet', 'mula', 'mudah', 'erti', 'aplikasi', 'mudah', 'transaksi', 'mantap']"
"LinkAja sangat bermanfaat bagi saya, karena dengan fitur""nya yg lengkap memudahkan saya untuk bertransaksi kapan saja dan dimana saja",0,1,1,0,linkaja  manfaat     fitur  lengkap mudah   transaksi    mana ,"['linkaja', 'manfaat', 'fitur', 'lengkap', 'mudah', 'transaksi', 'mana']"
"Nyaman banget pake link aja, rekomended banget bwt di download. Fiturnya lengkap, terus banyak pilihan dari mulai beli pulsa sampe bayar tagihan. Pokoknya di jaman yang serba cashless benerÂ² worth banget bwt ada aplikasi link aja",0,1,1,0,nyaman  pakai linkaja aja rekomendasi    unduh fitur lengkap   pilih   beli pulsa  bayar tagih pokok  jaman  serba nontunai bener nilai    aplikasi linkaja aja,"['nyaman', 'pakai', 'linkaja', 'aja', 'rekomendasi', 'unduh', 'fitur', 'lengkap', 'pilih', 'beli', 'pulsa', 'bayar', 'tagih', 'pokok', 'jaman', 'serba', 'nontunai', 'bener', 'nilai', 'aplikasi', 'linkaja', 'aja']"
"Apliaksi sampah, aplikasi counthol, aplikasi ga guna, aplikasi terbangsat yang pernah ada, buat ngajuin unblock susah bgt ngehubungin cs nya, call center di telfon nyuruh ke live cht tapi live cht ga pernah bisa ke nyambung kan ajg",-1,0,-1,0,aplikasi sampah aplikasi counthol aplikasi ga  aplikasi bangsat     ngajuin buka blokir susah  hubung layan langgan  panggil pusat  telpon nyuruh  langsung obrol  langsung obrol ga    nyambung  anjing,"['aplikasi', 'sampah', 'aplikasi', 'counthol', 'aplikasi', 'ga', 'aplikasi', 'bangsat', 'ngajuin', 'buka', 'blokir', 'susah', 'hubung', 'layan', 'langgan', 'panggil', 'pusat', 'telpon', 'nyuruh', 'langsung', 'obrol', 'langsung', 'obrol', 'ga', 'nyambung', 'anjing']"
Sudah 1x24 jam msih belum bisa transaksi di acc upgrade nya smpe kapannn?????,0,-1,-1,-1,  jam    transaksi  terima tingkat   kapannn ,"['jam', 'transaksi', 'terima', 'tingkat', 'kapannn']"
"Parah sih upgrade full service lama banget, udah berhari2. Ini mau bertransaksi gk bisa2 uang udah terlanjur masuk.",0,-1,-1,-1,parah  tingkat penuh servis lama  udah hari   transaksi gak  uang udah lanjur masuk ,"['parah', 'tingkat', 'penuh', 'servis', 'lama', 'udah', 'hari', 'transaksi', 'gak', 'uang', 'udah', 'lanjur', 'masuk']"
Sebenarnya cukup lancar saat digunakan sayang semua harga2nya makin naik jd males pakai.,0,1,-1,0,  lancar   sayang  harga    jd malas pakai ,"['lancar', 'sayang', 'harga', 'jd', 'malas', 'pakai']"
Masa nomer saya sudah ada yang pake. Kemudian dibuat akun baru dari kemarin gagal terus. Emang tidak ada yang maintenance apknya ya ? Aneh apknya,0,-1,-1,0, nomor     pakai   akun   kemarin gagal  emang tidak   pelihara aplikasi  aneh aplikasi,"['nomor', 'pakai', 'akun', 'kemarin', 'gagal', 'emang', 'tidak', 'pelihara', 'aplikasi', 'aneh', 'aplikasi']"
Saran : uninstal saja aplikasi ini coy.. tambah tahun tambah bobrok aplikasinya. Tidak ada solusi lagi selain uninstal dan buang aplikasi linkaja.,0,0,-1,0,saran hapus  aplikasi      bobrok aplikasi tidak  solusi   hapus  buang aplikasi linkaja ,"['saran', 'hapus', 'aplikasi', 'bobrok', 'aplikasi', 'tidak', 'solusi', 'hapus', 'buang', 'aplikasi', 'linkaja']"
"Assalamu'alaikum. Wr. Wb.. Sblumnya sy minta maaf harus mnympaikan hal yg kurang brkenan. Tapi sy harus mnympaikan ktidaknymanan sy dngn APK. ini. karena bbrapa kali sy mngalami kgagalan dlm pngisian pulsa ttapi saldo sy tdk kmbali scara otomatis, sblum mngkofirmasi k.pihak Apk. Itupun prosesnya lama, blum lagi biaya telp. Layanan sngt mahal, tolong jangan dipersulit. Kalau ada kendala dlm pnggunaan Apk. Ini. Mngingat biya admin. Terus brtmbah, dan biaya admin pnariknn saldo trll byk Trimakasih.",-1,-1,-1,0,assalamu alaikum wr wb    maaf  mnympaikan   kurang kenan    mnympaikan ketidaknyamanan   aplikasi    kali  alami gagal  isi pulsa  saldo  tidak  scara otomatis  mngkofirmasi   aplikasi itu proses lama   biaya telepon layan  mahal tolong jangan sulit   kendala  pnggunaan aplikasi   biaya admin  brtmbah  biaya admin tari saldo   terimakasih ,"['assalamu', 'alaikum', 'wr', 'wb', 'maaf', 'mnympaikan', 'kurang', 'kenan', 'mnympaikan', 'ketidaknyamanan', 'aplikasi', 'kali', 'alami', 'gagal', 'isi', 'pulsa', 'saldo', 'tidak', 'scara', 'otomatis', 'mngkofirmasi', 'aplikasi', 'itu', 'proses', 'lama', 'biaya', 'telepon', 'layan', 'mahal', 'tolong', 'jangan', 'sulit', 'kendala', 'pnggunaan', 'aplikasi', 'biaya', 'admin', 'brtmbah', 'biaya', 'admin', 'tari', 'saldo', 'terimakasih']"
"Karyawannya mungkin cuma sedikit kali yah!? Call center yg jawab sistem. Mau disambungkan ke agent/orgnya langsung harus dengerin cuap cuap rekaman operator sampe ngabisin pulsa minimal 25.000, itu jg cuma dengerin mesin penjawab. Sekalinya tersambung solusinya hrs hubungi livechat. Sedangkan menghubungi livechat spt menghubungi hantu. Antri entah sampai kapan sampai mata melotot berjam jam melihat hp. Sekalinya ditinggal, dibalas operator/agent langsung diputus karena kita tinggal. Kecewa",-1,0,-1,0,karyawan    kali yah panggil pusat   sistem  sambung  agen orang langsung  dengerin cakap cakap rekam operator  habisin pulsa minimal    dengerin mesin jawab  sambung solusi  hubung japri  hubung japri  hubung hantu antri     mata melotot jam jam  telepon  tinggal balas operator agen langsung putus   tinggal kecewa,"['karyawan', 'kali', 'yah', 'panggil', 'pusat', 'sistem', 'sambung', 'agen', 'orang', 'langsung', 'dengerin', 'cakap', 'cakap', 'rekam', 'operator', 'habisin', 'pulsa', 'minimal', 'dengerin', 'mesin', 'jawab', 'sambung', 'solusi', 'hubung', 'japri', 'hubung', 'japri', 'hubung', 'hantu', 'antri', 'mata', 'melotot', 'jam', 'jam', 'telepon', 'tinggal', 'balas', 'operator', 'agen', 'langsung', 'putus', 'tinggal', 'kecewa']"
"Jangan pakel link aja, upgrade ke premiumnya lama banget, udah tiga hari belum terupdate, saya saranin pake aja Dana, Apk Dana sangan cepat kalau masalah upgrade ke premium",0,0,-1,-1,jangan pakai linkaja aja tingkat  premium lama  udah    baharu  saranin pakai aja dana aplikasi dana sangan cepat   tingkat  premium,"['jangan', 'pakai', 'linkaja', 'aja', 'tingkat', 'premium', 'lama', 'udah', 'baharu', 'saranin', 'pakai', 'aja', 'dana', 'aplikasi', 'dana', 'sangan', 'cepat', 'tingkat', 'premium']"
"Masuk akun yg lama suruh reset pin tapi anehnya ga bisa masalah d koneksi tapi giliran buka akun yg 1 nya amanÂ² aja bisa transaksi, kalo msalah d koneksi harusnya akun yang lain jga ga bisa tapi knp akun saya doang yng susah pdhal reset pin. Mana ada saldonya lagi ga ikhlas dunia akhirat kalo emg ga bisa kebuka",0,-1,-1,0,masuk akun  lama suruh reset pin  aneh ga    koneksi  gilir buka akun   aman aja  transaksi    koneksi  akun    ga    akun    susah  reset pin   saldo  ga ikhlas dunia akhirat  emang ga  buka,"['masuk', 'akun', 'lama', 'suruh', 'reset', 'pin', 'aneh', 'ga', 'koneksi', 'gilir', 'buka', 'akun', 'aman', 'aja', 'transaksi', 'koneksi', 'akun', 'ga', 'akun', 'susah', 'reset', 'pin', 'saldo', 'ga', 'ikhlas', 'dunia', 'akhirat', 'emang', 'ga', 'buka']"
"Linkaja nih niat ngasih pelayanan gak sih? Buka bantuan hubungi chat admin langsung blank kosong, di email di bales email bot, upgrade di gagalin terus dengan alasan foto tidak valid...!",-1,0,-1,-1,linkaja  niat ngasih layan gak  buka bantu hubung obrol admin langsung kosong kosong  email  bales email robot tingkat  gagalin   alas foto tidak valid ,"['linkaja', 'niat', 'ngasih', 'layan', 'gak', 'buka', 'bantu', 'hubung', 'obrol', 'admin', 'langsung', 'kosong', 'kosong', 'email', 'bales', 'email', 'robot', 'tingkat', 'gagalin', 'alas', 'foto', 'tidak', 'valid']"
"Akun saya terblokir karena salah PIN, saat saya ingin reset PIN melalui aplikasi, saya diarahkan reset pin melalui telfon ke kontak Link aja. Setelah saya telfon hanya dijawab oleh panggilan otomatis dan diarahkan untuk mengirim data pribadi yang terhubung di akun link aja melalui email. Setelah saya kirim email sudah 2 kali dari bulan lalu tidak ada balasan. Tolong bantuannya untuk costumer service link aja. Jika kendala sudah terselsaikan bintang saya kembalikan 5 lagi. Terimakasih.",-1,1,0,0,akun  blokir  salah pin    reset pin  aplikasi  arah reset pin  telpon  kontak linkaja aja   telpon    panggil otomatis  arah  kirim data pribadi  hubung  akun linkaja aja  email   kirim email  kali    tidak  balas tolong bantu  costumer servis linkaja aja  kendala  terselsaikan bintang  kembali  terimakasih ,"['akun', 'blokir', 'salah', 'pin', 'reset', 'pin', 'aplikasi', 'arah', 'reset', 'pin', 'telpon', 'kontak', 'linkaja', 'aja', 'telpon', 'panggil', 'otomatis', 'arah', 'kirim', 'data', 'pribadi', 'hubung', 'akun', 'linkaja', 'aja', 'email', 'kirim', 'email', 'kali', 'tidak', 'balas', 'tolong', 'bantu', 'costumer', 'servis', 'linkaja', 'aja', 'kendala', 'terselsaikan', 'bintang', 'kembali', 'terimakasih']"
"aplikasi ini emang the best banget, suka sama fitur- fitur nya yang lengkap dan mudah dipahami untuk yang baru download:))) sangat praktis di era seperti ini",0,1,1,0,aplikasi  emang the baik  suka  fitur fitur   lengkap  mudah paham    download  praktis  era  ,"['aplikasi', 'emang', 'the', 'baik', 'suka', 'fitur', 'fitur', 'lengkap', 'mudah', 'paham', 'download', 'praktis', 'era']"
"Setelah LinkAja menerapkan biaya topup ke aplikasi ini, maka hampir tak pernah saya gunakan aplikasi ini. Sungguh menjadi tidak semenarik sebelumnya.",0,0,-1,0, linkaja terap biaya isi  aplikasi        aplikasi  sungguh  tidak tarik  ,"['linkaja', 'terap', 'biaya', 'isi', 'aplikasi', 'aplikasi', 'sungguh', 'tidak', 'tarik']"
Kenapa akun saya tdk dapat di akses.. dan juga lama skli menunggu utk upgrade ke full service. Email sy jg belum terverifikasi. Padahal semua nya sudah di daftar. Aneh sekali aplikasi ini,0,-1,-1,-1, akun  tidak   akses   lama  tunggu  tingkat  penuh servis email    verifikasi      daftar aneh  aplikasi ,"['akun', 'tidak', 'akses', 'lama', 'tunggu', 'tingkat', 'penuh', 'servis', 'email', 'verifikasi', 'daftar', 'aneh', 'aplikasi']"
"Ini apk lemot kerjannya, udah complain ttp aja ga di bales... Katanya upgrade 1x24 jam ini udah 5 harian masih belom bisa, gimana sih ? Lemot bgt bikin ga nyaman, saran, kalo mau isi saldo dikit aja, jgn banyak banyak, ntar duit g bs keluar gr gr g bisa di upgrade, ajg bgt",-1,-1,-1,-1, aplikasi lot kerja udah komplain  aja ga  bales  tingkat  jam  udah hari  bom  gimana  lot  bikin ga nyaman saran   isi saldo dikit aja jangan   entar duit gak   gara gara gak   tingkat anjing ,"['aplikasi', 'lot', 'kerja', 'udah', 'komplain', 'aja', 'ga', 'bales', 'tingkat', 'jam', 'udah', 'hari', 'bom', 'gimana', 'lot', 'bikin', 'ga', 'nyaman', 'saran', 'isi', 'saldo', 'dikit', 'aja', 'jangan', 'entar', 'duit', 'gak', 'gara', 'gara', 'gak', 'tingkat', 'anjing']"
Aplikasi macam apa ini saya udah komplen di dm tetep gak d respon . Di email Tetep gak di respon . Saldo saya 1 jt udah sukses masuk linkaja tapi gak di buka . Reset pin tetep aja gak bisa .mau bikin akun baru keterangan nya saldo dan data hangus. Jawab dong ini gmna saya gak bisa buka aplikasinya saldo saya udah masuk saya butuh saldonya .jauh2 komplen ke kantor telkom ehh alesanya udah beda kantor . D suruh kekantor linkaja lngsung . Udah d lokasi alamat tapi gak ada kantor linkaja parah bgt,-1,-1,-1,0,aplikasi     udah komplain  japri  gak  respon  email  gak  respon saldo  juta udah sukses masuk linkaja  gak  buka reset pin  aja gak   bikin akun  terang  saldo  data hangus    gimana  gak  buka aplikasi saldo  udah masuk  butuh saldo  komplain  kantor telkom  alas udah beda kantor  suruh kantor linkaja langsung udah  lokasi alamat  gak  kantor linkaja parah ,"['aplikasi', 'udah', 'komplain', 'japri', 'gak', 'respon', 'email', 'gak', 'respon', 'saldo', 'juta', 'udah', 'sukses', 'masuk', 'linkaja', 'gak', 'buka', 'reset', 'pin', 'aja', 'gak', 'bikin', 'akun', 'terang', 'saldo', 'data', 'hangus', 'gimana', 'gak', 'buka', 'aplikasi', 'saldo', 'udah', 'masuk', 'butuh', 'saldo', 'komplain', 'kantor', 'telkom', 'alas', 'udah', 'beda', 'kantor', 'suruh', 'kantor', 'linkaja', 'langsung', 'udah', 'lokasi', 'alamat', 'gak', 'kantor', 'linkaja', 'parah']"
"Aplikasinya bagus banget, tampilannya juga bagus dan gak ribet. Cara nya mudah banget dan fitur fiturnya mudah dimengerti buat org yg baru pertama kali pinjol (pinjam online), untuk pengajuan dan pencairannya pun cepat.",0,1,1,1,aplikasi bagus  tampil  bagus  gak ribet   mudah   fitur fitur mudah erti  orang    kali pinjol pinjam online  aju  cair  cepat ,"['aplikasi', 'bagus', 'tampil', 'bagus', 'gak', 'ribet', 'mudah', 'fitur', 'fitur', 'mudah', 'erti', 'orang', 'kali', 'pinjol', 'pinjam', 'online', 'aju', 'cair', 'cepat']"
"Tampilan aplikasi simpel, enak banget kalau beli pulsa pake metode pembayaran linkaja, soalnya banyak promonya",0,1,1,0,tampil aplikasi simpel enak   beli pulsa pakai metode bayar linkaja   promo,"['tampil', 'aplikasi', 'simpel', 'enak', 'beli', 'pulsa', 'pakai', 'metode', 'bayar', 'linkaja', 'promo']"
"Untuk upgrade akun dari basic menghabiskan waktu yang lama, tidak praktis !",0,0,-1,-1, tingkat akun   habis   lama tidak praktis ,"['tingkat', 'akun', 'habis', 'lama', 'tidak', 'praktis']"
"Aplikasi yang cocok banget dijadiin dompet digital di zaman sekarang, banyak penggunanya, caranya juga mudah. Aplikasi ter worth it ð",0,0,1,0,aplikasi  cocok  dijadiin dompet digital  zaman   guna   mudah aplikasi ter nilai teknologi informasi ,"['aplikasi', 'cocok', 'dijadiin', 'dompet', 'digital', 'zaman', 'guna', 'mudah', 'aplikasi', 'ter', 'nilai', 'teknologi', 'informasi']"
"Aplikasi busuk!!!! Beli token listrik 100rb saldo sudah kepotong tapi sampai 4 hari masih terpending. Telfon CS yg ada emosi, pulsa sampe habis tapi tidak bisa terhunbung ke CS sama sekali, kirim email katanya emailnya sudah tidak aktif, lah terus ini komplain nya gimana???!!!",-1,-1,-1,0,aplikasi busuk beli token listrik  saldo  potong     tunda telpon layan langgan   emosi pulsa  habis  tidak  hubung  layan langgan   kirim email  email  tidak aktif    komplain  gimana ,"['aplikasi', 'busuk', 'beli', 'token', 'listrik', 'saldo', 'potong', 'tunda', 'telpon', 'layan', 'langgan', 'emosi', 'pulsa', 'habis', 'tidak', 'hubung', 'layan', 'langgan', 'kirim', 'email', 'email', 'tidak', 'aktif', 'komplain', 'gimana']"
"aplikasinya sangat membantu sekali, segala jenis pembayaran lengkap fiturnya juga banyak dan keren, stiap bulannya banyak diskon",0,1,1,0,aplikasi  bantu   jenis bayar lengkap fitur    keren    diskon,"['aplikasi', 'bantu', 'jenis', 'bayar', 'lengkap', 'fitur', 'keren', 'diskon']"
Pelayanan buruk. Tidak bisa ngobrol langsung dgn cs. Apabila ada kendala saat pengisian saldo atau pembelian yang pending. Saldo tidak kembali karna susah melaporkan ke cs. Live chat gak berpungsi. Selalu di suruh nunggu. Tetapi tetap tidak bisa ngobrol sama sekali,-1,0,-1,0,layan buruk tidak  ngobrol langsung  layan langgan   kendala  isi saldo  beli  tunda saldo tidak   susah lapor  layan langgan langsung obrol gak fungsi   suruh nunggu   tidak  ngobrol  ,"['layan', 'buruk', 'tidak', 'ngobrol', 'langsung', 'layan', 'langgan', 'kendala', 'isi', 'saldo', 'beli', 'tunda', 'saldo', 'tidak', 'susah', 'lapor', 'layan', 'langgan', 'langsung', 'obrol', 'gak', 'fungsi', 'suruh', 'nunggu', 'tidak', 'ngobrol']"
